"","Id","Apellido","Nombre","Propio","Padre","Madre","PIngFam","IngFam","Hijos","Exitable","Extravagante","Pesimista","Timido","Sentimental","Dependiente","Responsable","Capaz","Sociable","Servicial","Etico","Conciente","Espiritual","Impulsivo","Desordenado","Temeroso","Vago","Apego","Empatia","Compasivo","VxH"
"5862",5862,"DTJRB","RSFLJ","P","S","U",0.781139398,2408.362987,0,0.301754358,0.635101065,0.537842779,0.474640313,0.964097896,0.688265369,0.443613748,0.676665077,0.215036316,0.317115194,0.346461219,0.594838661,0.986198001,0.041656105,0.916930153,0.046084521,0.000213892,0.827076006,0.196025621,0.10259746,0.477239143
"5863",5863,"HOTEI","UCBVX","S","P","P",0.641610941,30686.87002,0,0.503179243,0.87123523,0.48397442,0.664576085,0.936196236,0.569893439,0.076467803,0.338624116,0.074454292,0.473474334,0.352079597,0.726938963,0.916149167,0.292833324,0.562328598,0.579954419,0.402467796,0.747787984,0.244274036,0.994733385,0.410133447
"5864",5864,"OWIJO","YLWHH","U","S","S",0.908032074,26157.13231,0,0.897854928,0.940041822,0.910776194,0.569692782,0.812414639,0.89510874,0.772565292,0.515747698,0.65313014,0.267115487,0.705781818,0.187424231,0.948189495,0.098671995,0.76552853,0.166831946,0.21336038,0.716256033,0.909793823,0.581176451,0.443793896
"5865",5865,"IAYKY","MAARS","P","U","S",0.188495699,35815.78998,0,0.112400913,0.648574706,0.2601079,0.62427051,0.533198598,0.883092433,0.972887887,0.985413099,0.494548892,0.730038478,0.889209614,0.660314014,0.167824293,0.639309803,0.476683427,0.357833565,0.233356824,0.240692773,0.33786256,0.704857224,0.72252112
"5866",5866,"ASOJG","QGTPY","P","S","P",0.679271224,35160.74147,3,0.833566712,0.931733304,0.502626322,0.93426264,0.56295477,0.324871204,0.452578646,0.417867572,0.769866395,0.539104183,0.545173271,0.70063737,0.123687325,0.481775638,0.112909727,0.674354346,0.909801178,0.37776043,0.310187524,0.246295103,0.567600804
"5867",5867,"RMIGP","XXNUW","P","P","P",0.668407702,39727.00474,0,0.526029989,0.871943282,0.507997881,0.256528689,0.06371619,0.547475487,0.648552274,0.390928022,0.084084712,0.520490576,0.023256125,0.656496967,0.255726549,0.199346192,0.114435652,0.867273112,0.511715695,0.319388432,0.938041414,0.054179339,0.531330058
"5868",5868,"CNWOP","UMTDA","P","S","S",0.995122677,10696.18599,4,0.057087022,0.9216751,0.95173206,0.508523259,0.755760929,0.2078821,0.097519239,0.459001167,0.536306079,0.553191804,0.103536608,0.20108936,0.107633717,0.109125227,0.746499875,0.409975456,0.21712191,0.09389895,0.729508953,0.138611215,0.685434827
"5869",5869,"TXKHR","KBDUX","U","S","P",0.204013273,49806.73192,0,0.997465789,0.826738462,0.01806289,0.759909516,0.594251394,0.459482687,0.786295669,0.158046883,0.800586919,0.671812093,0.976275179,0.554689461,0.763452427,0.144952848,0.763159909,0.697396504,0.789257705,0.724348831,0.422329851,0.089081047,0.375803929
"5870",5870,"NBQDD","FJHEW","U","P","P",0.401804425,15382.82984,0,0.918332999,0.279991109,0.484388066,0.682272251,0.586507208,0.729555469,0.470449803,0.164453507,0.339803692,0.033722902,0.252870472,0.672003396,0.499098143,0.967983231,0.949648915,0.72068941,0.543184662,0.989051943,0.622763598,0.686267101,0.342838785
"5871",5871,"XRSPW","TEIIR","U","P","S",0.250688235,37468.57912,1,0.848154837,0.964460945,0.0548875,0.208908698,0.998048034,0.506024725,0.921330587,0.714315052,0.379364317,0.905686411,0.262659628,0.382471676,0.898857324,0.896740198,0.353717017,0.589492246,0.797403752,0.040310258,0.748747727,0.683168412,0.547042739
"5872",5872,"PDBFA","UUMKD","P","S","S",0.524704718,45673.43963,0,0.157237253,0.790862736,0.216302669,0.720491054,0.677399866,0.608699949,0.771283777,0.14547489,0.057159324,0.770879511,0.931411558,0.526302334,0.88626814,0.805076776,0.827795546,0.104385036,0.802469795,0.711569423,0.598002316,0.075180417,0.539164481
"5873",5873,"ECAJS","NECRN","P","P","S",0.271444918,40853.24861,1,0.307235639,0.239750539,0.777803757,0.154618412,0.697787554,0.687267796,0.0889592,0.534415564,0.084065614,0.817953069,0.975829412,0.019706542,0.816631657,0.114929901,0.902159233,0.379988021,0.92051256,0.603883495,0.810989318,0.273858812,0.298067147
"5874",5874,"AJTKS","GCBCL","S","P","P",0.303313209,4561.193171,0,0.952661706,0.015351623,0.410178442,0.865536681,0.722277366,0.393691411,0.864353224,0.458847194,0.771607628,0.363224219,0.242926612,0.16227367,0.83111643,0.014526569,0.55641644,0.693408914,0.504339736,0.43392204,0.034900014,0.693978118,0.497222405
"5875",5875,"HPRUP","TXMUB","P","S","U",0.527633539,18424.52359,3,0.9702154,0.0023305,0.070061699,0.626822348,0.180245097,0.222856871,0.835702928,0.09196626,0.116597315,0.052964435,0.757078147,0.444558495,0.008070105,0.966659556,0.085018082,0.350029155,0.295519853,0.146028453,0.367154475,0.712580062,0.706095264
"5876",5876,"JHOCI","QOXFL","U","U","P",0.1896235,25825.69793,0,0.37592774,0.079140035,0.873449076,0.738308349,0.627923182,0.623150048,0.313997762,0.090844293,0.964829815,0.790182846,0.861236848,0.522498224,0.847131433,0.745087537,0.033623118,0.989667641,0.452958785,0.761195325,0.588833127,0.838641304,0.446097424
"5877",5877,"TLBMG","MOVPE","U","P","S",0.146234876,10725.48993,0,0.005688852,0.030468816,0.517826578,0.300811121,0.744385577,0.124970001,0.854363266,0.250540134,0.824846167,0.689123316,0.979609498,0.111656626,0.753731595,0.714493828,0.428177457,0.599664402,0.496352291,0.37032262,0.853629361,0.143578858,0.590286368
"5878",5878,"YMOQB","XFQKV","S","S","P",0.583031185,2287.081252,0,0.251175488,0.540970809,0.648140012,0.541003084,0.940817915,0.628870944,0.837642223,0.019224915,0.591573891,0.862593706,0.243080738,0.068618293,0.279504821,0.160739267,0.508366138,0.174446407,0.540184865,0.399338135,0.371856784,0.300668962,0.663737943
"5879",5879,"PISOU","OUAUI","P","P","P",0.549740567,23289.03431,0,0.024384205,0.223725306,0.151783363,0.575402007,0.657789086,0.212825396,0.852061975,0.141414049,0.160658503,0.390763366,0.386306361,0.188115058,0.265591558,0.271815886,0.264973317,0.160410813,0.616441771,0.36045953,0.927261475,0.695532977,0.503522598
"5880",5880,"VJEAV","JTFBY","P","P","S",0.497076213,8397.612806,1,0.281255595,0.234708501,0.178991083,0.262002366,0.33162234,0.155186036,0.151702946,0.806905099,0.665226453,0.956943782,0.879897177,0.602607406,0.932736172,0.691178483,0.802257649,0.692104149,0.927100119,0.091693983,0.011058498,0.809531393,0.365458286
"5881",5881,"GXTLX","ONUQQ","P","P","S",0.580116053,5163.341406,2,0.812446359,0.681039289,0.241063844,0.654215704,0.598783286,0.791779867,0.511845423,0.418453663,0.203786873,0.647230297,0.436446429,0.023934666,0.516764297,0.059256146,0.712053438,0.437289557,0.592181407,0.331638331,0.274829165,0.909358135,0.454730804
"5882",5882,"FYVKD","VJTTE","U","P","S",0.242846204,14951.07971,0,0.370054402,0.620009571,0.841613996,0.572099952,0.042341122,0.138020882,0.433292597,0.16730325,0.603758783,0.552720677,0.723584112,0.360458301,0.917362263,0.673317155,0.603424684,0.268445212,0.774487907,0.870013884,0.560296078,0.011310936,0.511648775
"5883",5883,"VDBCB","CQIEN","P","S","S",0.954234685,17628.66851,2,0.353805171,0.130311176,0.65098796,0.708953583,0.43159945,0.90109002,0.903933927,0.624918619,0.918125485,0.423037018,0.875397052,0.626775276,0.315152256,0.034989871,0.926048059,0.010196866,0.537158397,0.080051374,0.065153791,0.842597039,0.659397412
"5884",5884,"FYDUU","GTQGR","S","P","S",0.719960222,21809.16227,0,0.891904606,0.503640621,0.250308343,0.644216146,0.740492912,0.590562044,0.700790704,0.375082203,0.24645934,0.300542136,0.576838159,0.116026244,0.318410708,0.182545307,0.087717215,0.121494814,0.096838047,0.248890413,0.813255274,0.495419069,0.542342077
"5885",5885,"ULQHW","QTSFF","S","P","P",0.248514378,12455.15938,1,0.807916749,0.077031622,0.572581741,0.194982837,0.237409089,0.4833438,0.339289366,0.071145645,0.743060666,0.313634816,0.839332897,0.11531902,0.240334948,0.785786408,0.753117812,0.892756565,0.989622072,0.26816743,0.165481442,0.26481598,0.670806123
"5886",5886,"NHATJ","QCDTG","S","P","S",0.403838403,26210.47456,0,0.558580257,0.93459558,0.192142819,0.90920194,0.840302841,0.475090786,0.100696798,0.109056613,0.176320063,0.560259418,0.230287704,0.939969516,0.08516041,0.646194521,0.625330976,0.518441513,0.948397201,0.116142879,0.310579401,0.83462996,0.563849361
"5887",5887,"MAFHO","KSTUM","P","S","P",0.893880582,23521.30231,0,0.136706148,0.669044525,0.363507652,0.351380021,0.9760321,0.859097146,0.581878619,0.841951686,0.254752217,0.747034857,0.098058733,0.40829289,0.0606162,0.416917035,0.54475307,0.277754109,0.797165705,0.260529999,0.708428877,0.622313516,0.522591816
"5888",5888,"GOPHO","HIFRQ","S","P","U",0.161393437,6044.170048,0,0.377419605,0.243348211,0.609243239,0.320198818,0.06779223,0.094270373,0.75971093,0.07537106,0.860899015,0.361402375,0.914139983,0.276467053,0.256329708,0.754878227,0.40452341,0.844494174,0.02236651,0.702002845,0.074736071,0.476737652,0.594345506
"5889",5889,"HTVMC","STITM","P","U","S",0.890139109,43351.80615,2,0.402869396,0.409481177,0.248137977,0.995545929,0.480405734,0.775891536,0.72945232,0.450072004,0.194351095,0.140658202,0.956420714,0.875333052,0.994574948,0.078439021,0.445837732,0.761089557,0.002676177,0.749947027,0.552140421,0.167686725,0.515349016
"5890",5890,"TUVPJ","UDLGE","S","P","P",0.827583138,46470.00289,0,0.616797436,0.945807651,0.907116532,0.184055018,0.097508469,0.589178681,0.976809994,0.060795604,0.889408881,0.044299505,0.594647809,0.315638264,0.969534122,0.189567503,0.344519378,0.362630618,0.682544467,0.829747174,0.163049823,0.351129656,0.411419075
"5891",5891,"HCIUP","LMXOW","S","P","P",0.221083221,26080.94422,0,0.572483527,0.590048529,0.643909203,0.978947941,0.826239023,0.13598502,0.365283805,0.775481134,0.490291783,0.829856979,0.62233513,0.472511846,0.689439495,0.103894996,0.583011057,0.193086638,0.560194757,0.647138704,0.95094209,0.977766457,0.443854273
"5892",5892,"YTRJG","JDTMQ","S","U","U",0.656213577,27870.16158,0,0.770014935,0.345160191,0.536033711,0.769607654,0.04505341,0.789971334,0.010218526,0.313445938,0.427446408,0.762140461,0.900510803,0.30332087,0.549376009,0.373297779,0.943882422,0.288652172,0.593024492,0.918536605,0.758999676,0.190533468,0.483613909
"5893",5893,"LGYFY","EGJIO","P","S","S",0.658913806,9981.050855,0,0.548054108,0.401774561,0.730790044,0.447652629,0.727493351,0.289518614,0.291881039,0.730724014,0.758867887,0.616853877,0.10418554,0.883972439,0.096389621,0.503419481,0.627693029,0.268158468,0.560761465,0.703741013,0.004716069,0.810336478,0.811192034
"5894",5894,"TRQIL","KPEER","S","S","P",0.299851031,15791.54407,2,0.465271295,0.953687127,0.416973548,0.018433466,0.116656128,0.97190825,0.525780807,0.522540712,0.232392177,0.747726723,0.964175895,0.629030271,0.590646216,0.63290468,0.126262516,0.262157824,0.29723207,0.931146267,0.873070279,0.373301527,0.728452892
"5895",5895,"YKCEW","JJJJM","S","U","S",0.363623665,25507.35618,0,0.015926106,0.084102425,0.465565616,0.029578004,0.934051427,0.246883905,0.269768285,0.343186843,0.07878465,0.038540786,0.419097067,0.891119445,0.537267259,0.113255391,0.971168169,0.458914531,0.068039172,0.024556466,0.806402315,0.976330498,0.660807647
"5896",5896,"NAXTE","QUKGT","P","S","U",0.89451097,19768.28804,0,0.746311341,0.060123906,0.391709772,0.022146814,0.31913336,0.707452896,0.369412523,0.976399327,0.883537463,0.4003761,0.039609826,0.513394919,0.22040122,0.762281329,0.947972259,0.894723941,0.679544004,0.39900265,0.764256742,0.622294062,0.706880068
"5897",5897,"CMOKC","QMUPK","S","U","S",0.358041777,27931.44179,0,0.411251765,0.128915756,0.677007433,0.565656591,0.373004898,0.833461637,0.177767082,0.608206406,0.398338442,0.026625623,0.693018301,0.71226528,0.039647714,0.363799252,0.712076654,0.358530593,0.940485686,0.336425337,0.864934704,0.661008422,0.599150423
"5898",5898,"HETKX","CDOBJ","S","P","P",0.289738353,11795.3852,1,0.505446851,0.577305509,0.019740773,0.321942568,0.814073739,0.203820421,0.383169663,0.671070707,0.932392877,0.376665821,0.667612291,0.937233824,0.485413875,0.910286438,0.960387494,0.608952495,0.413058751,0.677136526,0.349102251,0.068847066,0.777220178
"5899",5899,"RXCIW","OSKCH","P","P","S",0.443047317,45473.08909,0,0.770135843,0.636131041,0.946705535,0.00507789,0.176614388,0.761611196,0.134284939,0.823664822,0.733185969,0.015108306,0.071140558,0.987015835,0.000510703,0.070119874,0.607794567,0.639167573,0.60726228,0.42218473,0.675866734,0.692623474,0.425526463
"5900",5900,"VKVTJ","RPQSQ","P","P","P",0.525818706,9537.654078,0,0.020056855,0.912510968,0.911440294,0.646833925,0.824860277,0.566737612,0.810486756,0.243096885,0.69355723,0.549169451,0.738482549,0.234251862,0.127716557,0.723100142,0.811464245,0.279095735,0.125279521,0.294641333,0.912884047,0.306612685,0.586956445
"5901",5901,"KGIRX","ACVGE","P","S","P",0.573179412,35199.66073,2,0.606784499,0.37516218,0.488209272,0.627117594,0.992749642,0.948089058,0.359842083,0.076756715,0.143558177,0.162936049,0.721023037,0.097125592,0.945234864,0.384925122,0.909698195,0.17867264,0.994695972,0.087198668,0.717633126,0.093195107,0.449599374
"5902",5902,"PBUHP","UDVGS","S","S","P",0.39594619,28042.05089,0,0.936487578,0.677575094,0.356520506,0.254878816,0.105535776,0.85124326,0.426673248,0.566289069,0.008499669,0.423874817,0.011810343,0.4089289,0.606664945,0.50370031,0.41204604,0.531939498,0.269135988,0.885140569,0.705536457,0.513208089,0.699188588
"5903",5903,"OAWUY","YNQDO","P","P","P",0.548679459,9585.715338,0,0.055177102,0.409812536,0.061508823,0.521854119,0.795443183,0.46260522,0.41096901,0.493116835,0.576219977,0.255733562,0.908938022,0.790733245,0.8845338,0.015119924,0.96509982,0.443986537,0.830761593,0.812315616,0.627729127,0.622812617,0.240248659
"5904",5904,"UUEYI","BFTXW","S","S","P",0.496045634,23330.5248,0,0.721846538,0.261593341,0.445564536,0.693570697,0.134300958,0.289207852,0.445918721,0.776848456,0.24532002,0.030026986,0.168254896,0.017723298,0.345394763,0.61341237,0.646966841,0.880659225,0.817571961,0.983690067,0.50174845,0.059518895,0.497961041
"5905",5905,"QTXUO","BEEKB","S","U","P",0.802411819,41699.85567,1,0.681049003,0.193621706,0.096747133,0.79721048,0.278493861,0.026791549,0.660139156,0.961840292,0.407416776,0.276414841,0.00437147,0.435354281,0.665644183,0.98635048,0.333910845,0.381248566,0.627326396,0.867231286,0.708060607,0.208710107,1.045972219
"5906",5906,"PCGEB","RBGVS","P","S","S",0.757683645,38961.34437,0,0.779577361,0.574748911,0.008174682,0.625846535,0.10365253,0.449073885,0.156860023,0.434214726,0.023564228,0.58851099,0.068044963,0.960445279,0.814677422,0.597668756,0.547133092,0.417882861,0.866432076,0.076702196,0.916508213,0.49489129,0.26968702
"5907",5907,"TLAAK","LSHIQ","P","S","S",0.305857735,16608.61247,0,0.81845307,0.036368342,0.672394624,0.721949261,0.082029157,0.906492787,0.656964217,0.765974343,0.540438255,0.060076712,0.724139202,0.898962991,0.356851621,0.936425204,0.631645483,0.286038668,0.184197912,0.405538448,0.192235634,0.475160984,0.640667954
"5908",5908,"LOXTT","SDOAV","S","U","P",0.45192525,35322.61116,3,0.846321377,0.730006876,0.006356702,0.773881869,0.982853781,0.676079702,0.19271008,0.086709794,0.450924397,0.419774769,0.793547672,0.812627026,0.726412709,0.197839803,0.065376557,0.090368362,0.521471211,0.941389991,0.116967644,0.34554979,0.88610156
"5909",5909,"AIHYL","PWNVQ","S","S","P",0.32640397,33488.34791,0,0.542733183,0.692795397,0.262501513,0.968480301,0.455794264,0.622369431,0.692688703,0.906727619,0.339832408,0.66846384,0.051536126,0.3752498,0.406230473,0.839738487,0.412345873,0.716758957,0.886327281,0.575343773,0.672515527,0.608872462,0.505896859
"5910",5910,"LEEMW","ILTAB","S","P","S",0.500139081,25944.78164,0,0.798794693,0.608803276,0.853852438,0.130132212,0.704379011,0.825755987,0.326016549,0.095285671,0.792416662,0.441511085,0.503975326,0.773588422,0.662211094,0.983788681,0.239462917,0.729528252,0.332499243,0.100903366,0.424103327,0.161182928,0.462299639
"5911",5911,"XKCJX","LDAFM","S","S","P",0.376064865,46082.36173,0,0.210631142,0.442494399,0.983467098,0.736716551,0.3018865,0.72391556,0.569342865,0.583189495,0.741866159,0.881854479,0.712387972,0.700079186,0.448294541,0.70404421,0.047141328,0.724270189,0.389121465,0.470988031,0.286636915,0.288683194,0.48284304
"5912",5912,"VBHOF","LIUNM","S","P","U",0.063582058,17232.25814,0,0.324502581,0.02261628,0.496287707,0.675706268,0.206133225,0.465979707,0.586983219,0.554517372,0.78957989,0.771858748,0.309103243,0.639468662,0.988534579,0.266575444,0.612111339,0.287718331,0.127793082,0.037846976,0.339270493,0.96364592,0.561273237
"5913",5913,"UIWAK","BONMR","P","S","P",0.717176935,10102.89893,0,0.162994664,0.688024585,0.731456143,0.882748236,0.834968784,0.735199006,0.044248951,0.584321633,0.849004922,0.18217603,0.683515294,0.049794188,0.153671198,0.605182056,0.233079575,0.05623285,0.078021749,0.530060278,0.86412594,0.391447631,0.610488669
"5914",5914,"WWQJS","SCSIO","S","P","P",0.156182888,38710.68482,3,0.221564642,0.739272076,0.446732491,0.906597866,0.591660471,0.741164908,0.033289476,0.599091743,0.887481027,0.76776188,0.352803517,0.428841324,0.192309767,0.933331954,0.961013352,0.841095751,0.585476271,0.459552074,0.915227848,0.515205868,0.606760002
"5915",5915,"OAKQU","PWKFE","S","S","P",0.701230396,31628.39922,2,0.560007294,0.912778069,0.615015727,0.503127469,0.235527205,0.450799383,0.827673722,0.024740157,0.77738798,0.082770238,0.74449413,0.04359855,0.560580052,0.21037692,0.799377202,0.653490146,0.345325878,0.992600727,0.433045715,0.64104394,0.763013839
"5916",5916,"PXSGY","SWERU","U","S","U",0.596602812,43795.50587,0,0.293666261,0.399574343,0.983016045,0.941580883,0.263112695,0.639330927,0.810341725,0.921093963,0.276726918,0.476989968,0.274006003,0.81635368,0.698016635,0.183387136,0.786845086,0.007973904,0.270522797,0.840013486,0.041175049,0.868551935,0.303727105
"5917",5917,"IGOII","XUNJN","U","S","S",0.78670209,47502.26813,0,0.320996056,0.446902863,0.067389312,0.251705309,0.678139183,0.949195949,0.062511449,0.72754846,0.769560905,0.891936251,0.200594822,0.581722767,0.180304619,0.091174758,0.227428981,0.917822887,0.814296595,0.913080013,0.568647986,0.37100074,0.50317916
"5918",5918,"OUHWK","PACGW","U","P","P",0.622301101,49954.11437,1,0.516500635,0.56268626,0.168703244,0.103836068,0.060825088,0.978583458,0.210929055,0.92486006,0.698998083,0.810226146,0.966770877,0.608819237,0.365011543,0.109999526,0.426117838,0.832364454,0.962618626,0.850596914,0.454929444,0.380263864,0.39332158
"5919",5919,"GQTSJ","TRMAA","U","P","P",0.456268521,48270.70767,0,0.098721628,0.132482159,0.96562627,0.633867395,0.946755566,0.505251583,0.1073309,0.106169,0.886472611,0.297423572,0.742180797,0.388141903,0.208062601,0.050582049,0.753475506,0.040958036,0.173539768,0.103592297,0.854532024,0.184996591,0.579203131
"5920",5920,"KXYWA","RFRWP","S","P","S",0.599341573,14754.25906,0,0.236423022,0.789150594,0.020225319,0.323087787,0.265439646,0.617282474,0.661241115,0.434801937,0.773598616,0.23028627,0.268083964,0.941362183,0.477262803,0.138897954,0.029108392,0.216588464,0.420483586,0.133902216,0.467175889,0.636503314,0.61478942
"5921",5921,"YMBDO","CGNXX","P","S","P",0.953584596,36839.75115,1,0.243447841,0.542214147,0.666453761,0.160812629,0.614864745,0.258931124,0.076284461,0.985523765,0.702652499,0.732484491,0.308240622,0.633429455,0.305852223,0.882860315,0.754887293,0.209024898,0.976867036,0.277127684,0.113837064,0.719678032,0.553170361
"5922",5922,"NXMYB","JJARY","S","S","P",0.102453441,47774.81297,0,0.3937479,0.877945524,0.682244733,0.637316136,0.321780742,0.417357686,0.241011869,0.57933464,0.192833158,0.933281289,0.055374948,0.123608488,0.609844038,0.489568376,0.55838579,0.245617979,0.421112654,0.052510557,0.188752399,0.305241332,0.787012658
"5923",5923,"ECSEQ","GUMRD","P","U","P",0.955571117,7560.115103,0,0.641759809,0.658127522,0.446465476,0.675771793,0.272240704,0.640751692,0.21540324,0.700082141,0.72009716,0.375402562,0.671016287,0.970169605,0.94591322,0.401786806,0.394163442,0.083770532,0.606053704,0.387783861,0.389063768,0.35848936,0.488622372
"5924",5924,"SPOJY","UOHAG","S","S","P",0.045192313,35340.59938,2,0.227177083,0.276214296,0.361080799,0.700417263,0.68685654,0.442149927,0.982985658,0.74506562,0.408771885,0.47748338,0.593160472,0.815433237,0.321490996,0.815392052,0.960679918,0.221395748,0.191927426,0.652353305,0.96651892,0.41689219,0.669941164
"5925",5925,"EPWYA","YXDWJ","P","P","S",0.9484591,25959.80045,0,0.25226411,0.654304625,0.017726859,0.68609678,0.532469248,0.83743688,0.589806718,0.810980064,0.442628857,0.692266755,0.561235031,0.039602069,0.539296514,0.229593523,0.541552393,0.406881826,0.067924893,0.65133179,0.413269348,0.874758138,0.622336861
"5926",5926,"DQOYT","NRMGL","P","P","P",0.564558322,49487.52067,0,0.097018744,0.142634643,0.571129224,0.173577454,0.260118141,0.497411333,0.484623834,0.876340437,0.362652106,0.299829073,0.686169716,0.562558022,0.938259887,0.312816745,0.915548071,0.86538798,0.739309045,0.086174799,0.720967844,0.911951298,0.327898565
"5927",5927,"LYWEM","RIPAI","P","U","P",0.713460687,36678.79491,2,0.457030172,0.591004975,0.652604833,0.716451775,0.045418909,0.647300696,0.203920389,0.702052438,0.621472921,0.270236795,0.285510528,0.120379884,0.817148619,0.539283858,0.1755747,0.138574643,0.939115498,0.324080386,0.552212495,0.826391815,0.640876277
"5928",5928,"LUHGN","OQSTY","P","P","S",0.186984647,42768.42219,0,0.217536305,0.464998663,0.717674019,0.368417371,0.839669444,0.487508997,0.179820729,0.06890049,0.52580142,0.262542385,0.33249306,0.863614701,0.582959067,0.84351809,0.225752374,0.461596254,0.585942699,0.671524369,0.542002963,0.539617416,0.616302317
"5929",5929,"BNFCM","UTKNL","S","P","U",0.612535917,32521.90615,1,0.839578835,0.421391637,0.141450454,0.616442103,0.162326258,0.616670594,0.970344716,0.466689398,0.564783963,0.083412882,0.831761311,0.256322225,0.719216332,0.448888414,0.711066197,0.79660145,0.493267703,0.022168491,0.835725404,0.918859357,0.383042185
"5930",5930,"JYMAI","MARQB","P","U","P",0.010149869,17499.66968,0,0.685869846,0.793348821,0.41930243,0.633216868,0.878833324,0.821264731,0.992009968,0.11545033,0.429785696,0.202101627,0.190829338,0.645646437,0.824788845,0.318995462,0.603392876,0.498252642,0.921779649,0.32655066,0.176451833,0.97122261,0.597005171
"5931",5931,"NCMWA","MBABH","P","S","P",0.614808023,2052.23586,3,0.760988362,0.355947467,0.249065206,0.658445167,0.646409392,0.442101405,0.084251013,0.526212836,0.462831981,0.032187807,0.388321933,0.765116511,0.450516357,0.578140989,0.590538957,0.588167472,0.770643644,0.848768779,0.16111161,0.272817685,0.746120892
"5932",5932,"REUUW","HRMDH","P","S","S",0.245613257,34757.82752,0,0.858309438,0.034204615,0.493231436,0.750662347,0.533562306,0.183740062,0.193990752,0.856248272,0.930679363,0.182351568,0.4292258,0.81560978,0.033548251,0.423020372,0.837721978,0.719908469,0.961084346,0.131144156,0.895641258,0.510200705,0.608668108
"5933",5933,"KIWOM","LKELN","S","P","U",0.999024401,28844.38873,2,0.84194317,0.066700197,0.259278723,0.680026072,0.797417897,0.710372746,0.216104923,0.04322646,0.959072416,0.555170448,0.529550563,0.080609946,0.440112891,0.718897118,0.117295423,0.949809305,0.666457645,0.756194677,0.892539263,0.122271721,0.548025794
"5934",5934,"HRYAB","EDMUC","S","P","P",0.664138323,31107.65076,0,0.19097333,0.66747683,0.457113385,0.972128962,0.798769037,0.522811967,0.208004159,0.429651386,0.468443105,0.706801016,0.291675576,0.501965467,0.024208623,0.363823643,0.640477371,0.302190977,0.625912633,0.195074412,0.97167778,0.097694719,0.704096591
"5935",5935,"GFYEE","JHWSU","S","P","S",0.609227233,39741.39969,0,0.791690668,0.259481238,0.676484085,0.647086116,0.168711029,0.555364556,0.144401044,0.666525824,0.268214927,0.213593129,0.58073434,0.012258905,0.788439665,0.72847137,0.83171921,0.659993031,0.945020486,0.942880339,0.743269189,0.242065185,0.443862714
"5936",5936,"NPNAU","FBNRE","P","S","U",0.063146279,6409.17527,0,0.284354868,0.13115253,0.092232005,0.323249663,0.024540714,0.416934904,0.240602675,0.856386805,0.79751289,0.722172277,0.22204915,0.728323787,0.792208538,0.769314849,0.657909112,0.441213715,0.447112988,0.441305025,0.202769387,0.403925524,0.571200144
"5937",5937,"VUBGN","QKAYF","P","S","P",0.947021571,38058.42391,0,0.684443883,0.387986802,0.229483644,0.188140015,0.902104656,0.936651875,0.320255662,0.95329861,0.88719931,0.071614096,0.235485863,0.812269514,0.906312737,0.922763799,0.020355547,0.834132842,0.361326394,0.350245325,0.694212279,0.398728249,0.466747058
"5938",5938,"LERMI","JPUNT","P","U","S",0.5893672,31451.73472,1,0.472680668,0.699245216,0.987116232,0.749710183,0.258009819,0.990129145,0.788397033,0.939487161,0.214577111,0.611252501,0.863538623,0.835912693,0.291765636,0.311148083,0.842792256,0.791818325,0.524290597,0.011676671,0.80264921,0.270515047,0.61250209
"5939",5939,"MCBJE","YTYCM","S","S","S",0.226112162,37387.40084,1,0.934485024,0.406508252,0.510634525,0.243677454,0.778068562,0.003594213,0.562815481,0.517206036,0.627006916,0.60026297,0.325232057,0.567927623,0.001521697,0.228418286,0.30608873,0.837888341,0.48090697,0.540187554,0.805605973,0.001453606,0.773949379
"5940",5940,"QJYMF","UHVHC","P","S","P",0.355601743,21968.98918,2,0.591517493,0.095348457,0.972212004,0.976098478,0.195356088,0.143266405,0.32843563,0.588723926,0.134606203,0.886752548,0.640153491,0.125199247,0.008693865,0.068065889,0.918750633,0.063333546,0.347546449,0.103703205,0.564741842,0.1831483,0.772932483
"5941",5941,"LDWHN","HAUCW","P","P","P",0.340495336,36103.98593,3,0.12865136,0.992340303,0.816944067,0.342693075,0.617289729,0.749863537,0.231518214,0.015649486,0.074480754,0.135139416,0.723887348,0.625572957,0.777966743,0.123958762,0.322426464,0.734144466,0.848348473,0.148394473,0.065583636,0.383153627,0.457908462
"5942",5942,"HKSPT","QPNKT","S","S","P",0.505462008,183.2228577,1,0.482108307,0.413969336,0.381986904,0.186731645,0.041882111,0.596595051,0.885496028,0.046725111,0.347623516,0.989156247,0.493214455,0.643827214,0.015685479,0.11561498,0.908204297,0.621560752,0.616436663,0.087050418,0.708167824,0.511728472,0.768249815
"5943",5943,"SNIFH","GXTOE","U","P","P",0.765252103,16904.20646,0,0.535901004,0.743732227,0.330517899,0.236172142,0.394834156,0.925099661,0.589993883,0.627918933,0.034693754,0.128341721,0.652809763,0.78042219,0.074304523,0.474066029,0.031335649,0.451133638,0.349276748,0.091343669,0.987489417,0.196716934,0.548060528
"5944",5944,"RGULQ","BOKYH","S","S","U",0.156295351,31648.68377,0,0.979628493,0.961107951,0.894969912,0.544920564,0.671396252,0.432155592,0.020355811,0.742701737,0.577312846,0.578305168,0.697608788,0.039520292,0.161349193,0.716255063,0.876556225,0.892692181,0.943690075,0.125591751,0.559849073,0.567623548,0.380039423
